message,message_length,punct%
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",133,6.0
"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",124,3.2
"Hey, iouri gave me your number, I'm wylie, ryan's friend",47,10.6
I ask if u meeting da ge tmr nite...,28,10.7
Dunno dat's wat he told me. Ok lor...,30,16.7
Sorry da thangam.it's my mistake.,29,10.299999999999999
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,46,21.7
"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",89,6.7
You dont know you jabo me abi.,24,4.2
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,126,4.0
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",54,13.0
I am not having her number sir,24,0.0
"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",77,3.9
Any pain on urination any thing else?,31,3.2
He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,126,0.8
K actually can you guys meet me at the sunoco on howard? It should be right on the way,68,1.5
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",119,5.8999999999999995
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",101,2.0
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",130,3.1
"Not sure yet, still trying to get a hold of him",37,2.7
Lol I would but despite these cramps I like being a girl.,46,2.1999999999999997
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,111,10.8
I dont. Can you send it to me. Plus how's mode.,37,10.8
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",122,2.5
Are you coming to day for class.,26,3.8
Anytime lor...,13,23.1
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",128,11.700000000000001
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,143,4.9
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",109,8.3
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,133,4.5
After completed degree. There is no use in joining finance.,50,4.0
You should change your fb to jaykwon thuglyfe falconerf,47,0.0
"I dont knw pa, i just drink milk..",27,11.1
i am seeking a lady in the street and a freak in the sheets. Is that you?,57,3.5000000000000004
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",132,5.3
I have to take exam with in march 3,27,0.0
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,151,23.799999999999997
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,74,4.1000000000000005
Dont kick coco when he's down,24,4.2
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,123,5.7
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",97,3.1
I'm really sorry I lit your hair on fire,32,3.1
Cramps stopped. Going back to sleep,30,3.3000000000000003
So dont use hook up any how,21,0.0
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,70,7.1
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",106,7.5
So are you guys asking that i get that slippers again or its gone with last year,64,0.0
Hope you are having a great day.,26,3.8
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,99,2.0
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",81,13.600000000000001
How much i gave to you. Morning.,26,7.7
I know that my friend already told that.,33,3.0
"Aight, text me tonight and we'll see what's up",38,7.9
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,91,0.0
Pls dont restrict her from eating anythin she likes for the next two days.,61,1.6
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,89,6.7
I've told him that i've returned it. That should i re order it.,51,7.8
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,92,2.1999999999999997
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,132,6.800000000000001
Happy new years melody!,20,5.0
I had askd u a question some hours before. Its answer,43,2.3
Still chance there. If you search hard you will get it..let have a try :),59,8.5
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,125,2.4
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,57,3.5000000000000004
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,107,0.0
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",93,5.4
Can not use foreign stamps in this country. Good lecture .,48,4.2
Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,95,6.3
Dunno he jus say go lido. Same time 930.,32,6.2
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,101,5.8999999999999995
Shall i come to get pickle,21,0.0
Ok. So april. Cant wait,19,10.5
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",125,6.4
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",132,8.3
You will be in the place of that man,28,0.0
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",107,6.5
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",74,2.7
What class of  &lt;#&gt;  reunion?,28,21.4
Carry on not disturbing both of you,29,0.0
No. Yes please. Been swimming?,26,11.5
I love to give massages. I use lots of baby oil... What is your fave position?,63,7.9
"Sir Goodmorning, Once free call me.",30,6.7
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,154,3.9
Are you ok. What happen to behave like this,35,2.9000000000000004
Is that seriously how you spell his name?,34,2.9000000000000004
Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,44,22.7
I see a cup of coffee animation,25,0.0
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",125,8.799999999999999
Yes but I don't care cause I know its there!,35,5.7
Hey you around? I've got enough for a half + the ten I owe you,48,6.2
Should I tell my friend not to come round til like  &lt;#&gt; ish?,53,11.3
Leave it de:-). Start Prepare for next:-)..,37,24.3
Okie...,7,42.9
I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,82,11.0
Good night my dear.. Sleepwell&amp;Take care,39,10.299999999999999
R u here yet? I'm wearing blue shirt n black pants.,41,7.3
"Haha awesome, I might need to take you up on that, what you doin tonight?",59,5.1
Eh u send wrongly lar...,20,15.0
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",66,3.0
Cant think of anyone with * spare room off * top of my head,46,4.3
I wanna watch that movie,20,0.0
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,79,2.5
Kent vale lor... Ü wait 4 me there ar?,30,13.3
"Not much, just some textin'. How bout you?",35,11.4
Oh dang! I didn't mean o send that to you! Lol!,37,10.8
"Babe, I need your advice",20,5.0
I dunno they close oredi not... Ü v ma fan...,36,16.7
Ok...,5,60.0
Well. Im computerless. Time to make some oreo truffles,46,4.3
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,92,2.1999999999999997
"I'll see, but prolly yeah",21,9.5
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,136,1.5
Love you aathi..love u lot..,24,16.7
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,102,4.9
Can... I'm free...,16,43.8
O shore are you takin the bus,23,0.0
What you need. You have a person to give na.,35,5.7
"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",91,4.3999999999999995
You still at the game?,18,5.6000000000000005
Dun need to use dial up juz open da browser n surf...,42,7.1
Oh all have to come ah?,18,5.6000000000000005
How long does it take to get it.,25,4.0
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",162,16.7
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,129,4.7
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,115,3.5000000000000004
Do you like Italian food?,21,4.8
The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,95,5.3
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,135,4.3999999999999995
"449050000301 You have won a £2,000 price! To claim, call 09050000301.",59,6.800000000000001
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,135,2.1999999999999997
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,96,6.2
Then we gotta do it after that,24,0.0
India have to take lead:),21,9.5
Sorry da. I gone mad so many pending works what to do.,43,4.7
"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",129,6.2
Yes fine ,7,0.0
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,61,4.9
Hey anyway i have to :-),19,15.8
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,72,1.4000000000000001
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,146,7.5
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,114,0.8999999999999999
Will be office around 4 pm. Now i am going hospital.,42,4.8
"Y cant u try new invention to fly..i'm not joking.,",42,11.899999999999999
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,145,1.4000000000000001
Sounds great! Are you home now?,26,7.7
Are you driving or training?,24,4.2
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",63,9.5
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",123,12.2
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,153,27.500000000000004
Arun can u transfr me d amt,21,0.0
Yup i'm elaborating on the safety aspects and some other issues..,55,5.5
Ffffffffff. Alright no way I can meet up with you sooner?,47,4.3
Teach me apps da. When you come to college.,35,5.7
I'm putting it on now. It should be ready for  &lt;TIME&gt; ,48,12.5
"Well, I meant as opposed to my drunken night of before",44,2.3
U should have made an appointment,28,0.0
How are you. Its been ages. How's abj,30,10.0
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,115,6.1
Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,100,1.0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,117,7.7
Joy's father is John. Then John is the NAME of Joy's father. Mandan,55,7.3
Reverse is cheating. That is not mathematics.,39,5.1
If i said anything wrong sorry de:-),30,10.0
U GOIN OUT 2NITE?,14,7.1
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,124,4.8
Hows the pain dear?y r u smiling?,27,7.3999999999999995
R u over scratching it?,19,5.3
Then cant get da laptop? My matric card wif ü lei... ,42,9.5
Now only i reached home. . . I am very tired now. . I will come tomorro,55,9.1
So gd got free ice cream... I oso wan...,32,18.8
Wat time r ü going to xin's hostel?,28,7.1
Man this bus is so so so slow. I think you're gonna get there before me,56,3.5999999999999996
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,97,3.1
"Cool, text me when you head out",25,4.0
Thank you princess! I want to see your nice juicy booty...,48,8.3
Arun can u transfr me d amt,21,0.0
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,125,4.8
Nothing just getting msgs by dis name wit different no's..,49,6.1
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",120,3.3000000000000003
U sick still can go shopping?,24,4.2
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,127,4.7
"No my blankets are sufficient, thx",29,3.4000000000000004
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,146,7.5
Nokia phone is lovly..,19,10.5
Pls call me da. What happen.,23,8.7
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",117,4.3
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,137,4.3999999999999995
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,198,7.6
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,123,3.3000000000000003
Yup ok...,8,37.5
Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,72,2.8000000000000003
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",122,10.7
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,76,13.200000000000001
Home so we can always chat,21,0.0
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,112,1.7999999999999998
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",130,8.5
I'm already back home so no probably not,33,3.0
"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",100,6.0
Yes see ya not on the dot,19,0.0
You're right I have now that I think about it,36,2.8000000000000003
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,66,10.6
Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,78,0.0
Hey what's up charles sorry about the late reply.,41,4.9
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",118,6.800000000000001
R ü going 4 today's meeting?,23,8.7
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,63,14.299999999999999
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,59,0.0
Well its not like you actually called someone a punto. That woulda been worse.,65,3.1
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",138,8.7
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",169,4.1000000000000005
aathi..where are you dear..,24,16.7
U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,106,3.8
08714712388 between 10am-7pm Cost 10p,33,3.0
Give me a sec to think think about it,29,0.0
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,92,1.0999999999999999
Sorry de i went to shop.,19,5.3
But i'll b going 2 sch on mon. My sis need 2 take smth.,42,7.1
Wat happened to the cruise thing,27,0.0
May i call You later Pls,19,0.0
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,126,3.2
Would me smoking you out help us work through this difficult time,54,0.0
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,130,4.6
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",108,10.2
K. I will sent it again,18,5.6000000000000005
Lil fever:) now fine:),19,21.099999999999998
None of that's happening til you get here though,40,2.5
How many licks does it take to get to the center of a tootsie pop?,52,1.9
Omg how did u know what I ate?,23,4.3
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,53,13.200000000000001
Wot about on wed nite I am 3 then but only til 9!,37,2.7
Shall call now dear having food,26,0.0
Mm umma ask vava also to come tell him can play later together,50,0.0
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",102,2.9000000000000004
Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,116,12.9
Hi :)finally i completed the course:),32,12.5
Erutupalam thandiyachu,21,0.0
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",94,4.3
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,74,4.1000000000000005
Have you heard from this week?,25,4.0
There is no sense in my foot and penis.,31,3.2
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,137,2.1999999999999997
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,50,10.0
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,136,4.3999999999999995
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,79,3.8
Can't take any major roles in community outreach. You rock mel,52,3.8
"I just got home babe, are you still awake ?",34,5.8999999999999995
"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",260,8.799999999999999
"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",76,11.799999999999999
Tiwary to rcb.battle between bang and kochi.,38,5.3
K.then any other special?,22,9.1
I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,97,6.2
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,60,3.3000000000000003
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,106,1.9
I am not having her number sir,24,0.0
TaKe CaRE n gET WeLL sOOn,20,0.0
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,79,2.5
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",111,1.7999999999999998
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",112,6.2
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",129,10.100000000000001
I went to project centre,20,0.0
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",98,3.1
Sent me ur email id soon,19,0.0
Cos i want it to be your thing,23,0.0
Am i that much dirty fellow?,23,4.3
I've got it down to a tea. not sure which flavour,39,5.1
U WILL SWITCH YOUR FONE ON DAMMIT!!,29,6.9
Then any special there?,20,5.0
"Alright we're hooked up, where you guys at",35,5.7
Come to medical college at 7pm ......forward it da,42,14.299999999999999
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,127,3.9
Dear good morning now only i am up,27,0.0
Correct. So how was work today,25,4.0
K I'll be there before 4.,20,10.0
"Goodnight, sleep well da please take care pa. Please.",45,6.7
Yeah I can still give you a ride,25,0.0
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,55,9.1
"Arms fine, how's Cardiff and uni? ",28,10.7
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,63,14.299999999999999
Where at were hungry too,20,0.0
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),56,8.9
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",68,5.8999999999999995
No message..no responce..what happend?,35,14.299999999999999
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,132,3.8
"Coffee cake, i guess...",20,20.0
Yar lor... How u noe? U used dat route too?,34,14.7
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",123,7.3
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",146,7.5
I absolutely LOVE South Park! I only recently started watching the office.,63,3.2
"Sorry that took so long, omw now",26,3.8
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",74,10.8
Good morning princess! How are you?,30,6.7
"Almost there, see u in a sec",22,4.5
Are you this much buzy,18,0.0
R u still working now?,18,5.6000000000000005
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,114,5.3
Lol wtf random. Btw is that your lunch break,36,2.8000000000000003
Hope you are having a good week. Just checking in,40,2.5
Rofl. Its true to its name,21,4.8
Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,57,8.799999999999999
I know she called me,16,0.0
"Yes, princess. Toledo.",20,15.0
"Probably, want to pick up more?",26,7.7
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",120,3.3000000000000003
"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",132,3.0
"Aight no rush, I'll ask jay",22,9.1
"Just arrived, see you in a couple days &lt;3",36,8.3
Tired. I haven't slept well the past few nights.,40,7.5
I will reach before ten morning,26,0.0
How did you find out in a way that didn't include all of these details,56,1.7999999999999998
R u saying i should re order the slippers cos i had to pay for returning it.,60,1.7000000000000002
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",139,8.6
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",55,5.5
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,136,2.1999999999999997
Life style garments account no please.,33,3.0
You'd like that wouldn't you? Jerk!,30,13.3
What happen dear tell me,20,0.0
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",58,13.8
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",111,17.1
Noooooooo please. Last thing I need is stress. For once in your life be fair.,63,4.8
Im just wondering what your doing right now?,37,2.7
I'm serious. You are in the money base,31,6.5
I need you to be in my strong arms...,29,10.299999999999999
She went to attend another two rounds today..but still did't reach home..,62,8.1
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",116,2.6
"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",140,4.3
"Aight, call me once you're close",27,7.3999999999999995
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,130,1.5
"Aight, you close by or still down around alex's place?",45,6.7
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,131,3.8
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",87,2.3
Update your face book status frequently :),36,5.6000000000000005
No da. . Vijay going to talk in jaya tv,30,6.7
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",128,10.9
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,99,11.1
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",393,6.9
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,148,5.4
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",138,5.1
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",132,8.3
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",135,11.1
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,72,13.900000000000002
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,74,2.7
So ü'll be submitting da project tmr rite?,35,5.7
Re your call; You didn't see my facebook huh?,37,8.1
